timestamp,trade_id,action,symbol,strike,option_type,entry_price,exit_price,quantity,capital_invested,gross_pnl,total_charges,net_pnl_after_charges,capital,reason,accuracy_score,trend_strength,nifty_level,iv_rank,oi,volume,strategy,holding_time_minutes,candlestick_patterns,running_daily_pnl
2025-12-18 10:20:58,HA20251218_102058,ENTRY,NIFTY23DEC25C25900,25900,CE,90.8,,225,20450.0,,,,156480.106030957,"Good OI: 12,599,550, ⚠️ Expensive: ₹90.80 (Strong Trend)",100,,25863.95,,12599550,47382525,CONTRARIAN,,BULLISH_MARUBOZU,
2025-12-18 10:23:41,HA20251218_102341,ENTRY,NIFTY23DEC25C25900,25900,CE,92.6,,225,20855.0,,,,135625.106030957,"Good OI: 12,303,825, ⚠️ Expensive: ₹92.60 (Strong Trend)",100,,25865.35,,12303825,50289225,CONTRARIAN,,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",
2025-12-18 10:26:25,HA20251218_102625,ENTRY,NIFTY23DEC25C26100,26100,CE,30.8,,225,6950.0,,,,128675.10603095699,"Good OI: 8,194,200, ✅ OPTIMAL premium: ₹30.80 (77.8% win rate)",100,,25868.0,,8194200,28100100,CONTRARIAN,,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",
2025-12-18 10:34:43,HA20251218_102058,EXIT,NIFTY23DEC25C25900,25900,CE,90.8,110.35,225,20450.0,4398.749999999999,66.658786825,4332.091213174999,153437.197244132,IMMEDIATE_PROFIT_BOOK,100,,25863.95,,12599550,47382525,CONTRARIAN,13.761212483333333,BULLISH_MARUBOZU,4332.091213174999
2025-12-18 10:34:44,HA20251218_102341,EXIT,NIFTY23DEC25C25900,25900,CE,92.6,110.35,225,20855.0,3993.75,66.680972725,3927.069027275,178199.266271407,IMMEDIATE_PROFIT_BOOK,100,,25865.35,,12303825,50289225,CONTRARIAN,11.054956466666665,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",8259.160240449999
2025-12-18 10:34:45,HA20251218_102625,EXIT,NIFTY23DEC25C26100,26100,CE,30.8,39.25,225,6950.0,1901.2499999999998,57.524088774999996,1843.725911225,186972.99218263198,IMMEDIATE_PROFIT_BOOK,100,,25868.0,,8194200,28100100,CONTRARIAN,8.33107705,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",10102.886151674998
2025-12-18 10:34:47,HA20251218_103447,ENTRY,NIFTY23DEC25C26100,26100,CE,34.35,,225,7748.75,,,,179224.24218263198,"Good OI: 8,339,100, ✅ OPTIMAL premium: ₹34.35 (77.8% win rate)",100,,25885.85,,8339100,31545750,CONTRARIAN,,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",
2025-12-18 10:37:32,HA20251218_103732,ENTRY,NIFTY23DEC25C26050,26050,CE,45.3,,225,10212.5,,,,169011.74218263198,"Good OI: 4,035,825, Good premium: ₹45.30",100,,25879.5,,4035825,23848950,CONTRARIAN,,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",
2025-12-18 10:40:17,HA20251218_104017,ENTRY,NIFTY23DEC25C26150,26150,CE,25.0,,300,7520.0,,,,161491.74218263198,"Good OI: 4,052,100, ✅ OPTIMAL premium: ₹25.00 (77.8% win rate)",100,,25884.5,,4052100,20150400,CONTRARIAN,,,
2025-12-18 12:46:05,HA20251218_103447,EXIT,NIFTY23DEC25C26100,26100,CE,34.35,37.05,225,7748.75,607.4999999999991,57.30807819999999,550.1919217999991,169770.68410443197,TIME_EXIT,100,,25885.85,,8339100,31545750,CONTRARIAN,131.30723315,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",10653.078073474997
