timestamp,trade_id,action,symbol,strike,option_type,entry_price,exit_price,quantity,capital_invested,gross_pnl,total_charges,net_pnl_after_charges,capital,reason,accuracy_score,trend_strength,nifty_level,iv_rank,oi,volume,strategy,holding_time_minutes,candlestick_patterns,running_daily_pnl
2025-11-13 09:42:27,HA20251113_094227,ENTRY,NIFTY18NOV25P25550,25550,PE,33.65,,300,10115.0,,,,170063.40728590003,"Good OI: 3,344,700, Optimal premium: ₹33.65",100,,25875.6,,3344700,5820075,TREND_BEAR_PE,,BEARISH_MARUBOZU,
2025-11-13 09:53:00,HA20251113_095300,ENTRY,NIFTY18NOV25C25950,25950,CE,108.95,,300,32705.0,,,,137358.40728590003,"Good OI: 4,261,500, Good premium: ₹108.95",100,,25919.3,,4261500,23341575,CONTRARIAN,,"BULLISH_MARUBOZU, BULLISH_ENGULFING",
2025-11-13 09:58:21,HA20251113_095821,ENTRY,NIFTY18NOV25P25800,25800,PE,79.1,,300,23750.0,,,,113608.40728590003,"Good OI: 10,454,700, Optimal premium: ₹79.10",100,,25914.2,,10454700,53548350,CONTRARIAN,,SHOOTING_STAR,
2025-11-13 10:24:39,HA20251113_094227,EXIT,NIFTY18NOV25P25550,25550,PE,33.65,25.05,300,10115.0,-2579.9999999999995,58.7767258,-2638.7767257999994,121064.63056010003,STOP_LOSS,100,,25875.6,,3344700,5820075,TREND_BEAR_PE,42.20394683333333,BEARISH_MARUBOZU,-2638.7767257999994
2025-11-13 10:35:59,HA20251113_103559,ENTRY,NIFTY18NOV25C26000,26000,CE,100.95,,300,30305.0,,,,90759.63056010003,"Good OI: 10,754,850, Good premium: ₹100.95",100,,25959.25,,10754850,69342300,CONTRARIAN,,BULLISH_MARUBOZU,
2025-11-13 10:49:36,HA20251113_095821,EXIT,NIFTY18NOV25P25800,25800,PE,79.1,58.7,300,23750.0,-6119.999999999997,64.8213052,-6184.821305199997,108304.80925490003,STOP_LOSS,100,,25914.2,,10454700,53548350,CONTRARIAN,51.249995266666666,SHOOTING_STAR,-8823.598030999998
2025-11-13 10:52:20,HA20251113_105220,ENTRY,NIFTY18NOV25C25950,25950,CE,142.55,,300,42785.0,,,,65519.80925490003,"Good OI: 4,699,425, Perfect trend alignment: STRONG_BULLISH",100,,25988.25,,4699425,49876575,TREND_BULL_CE,,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",
2025-11-13 11:05:07,HA20251113_095300,EXIT,NIFTY18NOV25C25950,25950,CE,108.95,167.0,300,32705.0,17415.0,82.3619623,17332.6380377,115537.44729260003,TARGET_HIT,100,,25919.3,,4261500,23341575,CONTRARIAN,72.12019458333333,"BULLISH_MARUBOZU, BULLISH_ENGULFING",8509.040006700001
2025-11-13 11:05:10,HA20251113_105220,EXIT,NIFTY18NOV25C25950,25950,CE,142.55,167.75,300,42785.0,7559.999999999996,83.03222020000001,7476.967779799997,165779.41507240004,IMMEDIATE_PROFIT_BOOK,100,,25988.25,,4699425,49876575,TREND_BULL_CE,12.824869616666666,"BULLISH_MARUBOZU, THREE_WHITE_SOLDIERS",15986.007786499998
2025-11-13 11:08:31,HA20251113_110831,ENTRY,NIFTY18NOV25C26000,26000,CE,139.8,,300,41960.0,,,,123819.41507240004,"Good OI: 8,692,875, Perfect trend alignment: STRONG_BULLISH",100,,26027.2,,8692875,96504000,TREND_BULL_CE,,BULLISH_MARUBOZU,
2025-11-13 11:35:27,HA20251113_113527,ENTRY,NIFTY18NOV25P25550,25550,PE,22.25,,300,6695.0,,,,117124.41507240004,"Good OI: 3,432,225, Good premium: ₹22.25",100,,25999.6,,3432225,13502925,TREND_BEAR_PE,,,
2025-11-13 12:36:27,HA20251113_103559,EXIT,NIFTY18NOV25C26000,26000,CE,100.95,119.4,300,30305.0,5535.000000000001,74.7366319,5460.263368100001,152869.67844050002,TIME_EXIT,100,,25959.25,,10754850,69342300,CONTRARIAN,120.46140936666667,BULLISH_MARUBOZU,21446.2711546
2025-11-13 12:40:55,HA20251113_124055,ENTRY,NIFTY18NOV25P25500,25500,PE,21.5,,300,6470.0,,,,146399.67844050002,"Good OI: 6,858,450, Good premium: ₹21.50",100,,25980.2,,6858450,27028800,TREND_BEAR_PE,,BEARISH_MARUBOZU,
2025-11-13 13:08:54,HA20251113_110831,EXIT,NIFTY18NOV25C26000,26000,CE,139.8,130.55,300,41960.0,-2775.0,77.13048189999999,-2852.1304819,185487.54795860001,TIME_EXIT,100,,26027.2,,8692875,96504000,TREND_BULL_CE,120.37272786666668,BULLISH_MARUBOZU,18594.1406727
2025-11-13 13:13:49,HA20251113_131349,ENTRY,NIFTY18NOV25P25500,25500,PE,20.4,,300,6140.0,,,,179347.54795860001,"Good OI: 6,830,100, Good premium: ₹20.40",100,,26012.2,,6830100,29535825,CONTRARIAN,,,
2025-11-13 13:35:56,HA20251113_113527,EXIT,NIFTY18NOV25P25550,25550,PE,22.25,23.65,300,6695.0,419.99999999999955,58.3689706,361.63102939999953,186384.17898800003,TIME_EXIT,100,,25999.6,,3432225,13502925,TREND_BEAR_PE,120.49110866666666,,18955.7717021
2025-11-13 13:40:46,HA20251113_134046,ENTRY,NIFTY18NOV25P25500,25500,PE,20.75,,300,6245.0,,,,180139.17898800003,"Good OI: 7,082,250, Good premium: ₹20.75",100,,26032.4,,7082250,30914400,CONTRARIAN,,,
2025-11-13 14:12:30,HA20251113_131349,EXIT,NIFTY18NOV25P25500,25500,PE,20.4,31.25,300,6140.0,3255.0000000000005,59.535066099999995,3195.4649339000007,189454.64392190002,TARGET_HIT,100,,26012.2,,6830100,29535825,CONTRARIAN,58.6818992,,22151.236636
2025-11-13 14:12:31,HA20251113_134046,EXIT,NIFTY18NOV25P25500,25500,PE,20.75,31.15,300,6245.0,3119.9999999999995,59.525074599999996,3060.4749253999994,198740.1188473,TARGET_HIT,100,,26032.4,,7082250,30914400,CONTRARIAN,31.754194716666667,,25211.7115614
2025-11-13 14:13:12,HA20251113_141312,ENTRY,NIFTY18NOV25P25400,25400,PE,22.3,,300,6710.0,,,,192030.1188473,"Good OI: 4,655,250, Good premium: ₹22.30",100,,25898.8,,4655250,24558600,TREND_BEAR_PE,,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",
2025-11-13 14:18:30,HA20251113_141830,ENTRY,NIFTY18NOV25P25450,25450,PE,22.05,,300,6635.0,,,,185395.1188473,"Good OI: 2,192,400, Good premium: ₹22.05",100,,25931.3,,2192400,17031750,TREND_BEAR_PE,,,
2025-11-13 14:41:22,HA20251113_124055,EXIT,NIFTY18NOV25P25500,25500,PE,21.5,27.35,300,6470.0,1755.0000000000005,58.9391509,1696.0608491000005,193541.1796964,TIME_EXIT,100,,25980.2,,6858450,27028800,TREND_BEAR_PE,120.43849668333334,BEARISH_MARUBOZU,26907.7724105
2025-11-13 14:45:09,HA20251113_144509,ENTRY,NIFTY18NOV25P25450,25450,PE,22.65,,300,6815.0,,,,186726.1796964,"Good OI: 1,938,225, Good premium: ₹22.65",100,,25937.7,,1938225,19191300,CONTRARIAN,,EVENING_STAR,
2025-11-13 15:17:19,HA20251113_141312,EXIT,NIFTY18NOV25P25400,25400,PE,22.3,19.3,300,6710.0,-900.0,57.684954399999995,-957.6849544,192458.494742,END_OF_DAY,100,,25898.8,,4655250,24558600,TREND_BEAR_PE,64.1106271,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",25950.087456100002
2025-11-13 15:17:20,HA20251113_141830,EXIT,NIFTY18NOV25P25450,25450,PE,22.05,23.1,300,6635.0,315.0000000000002,58.279095100000006,256.7209049000002,199330.2156469,END_OF_DAY,100,,25931.3,,2192400,17031750,TREND_BEAR_PE,58.8354074,,26206.808361000003
2025-11-13 15:17:21,HA20251113_144509,EXIT,NIFTY18NOV25P25450,25450,PE,22.65,23.1,300,6815.0,135.00000000000085,58.288955500000014,76.71104450000084,206201.9266914,END_OF_DAY,100,,25937.7,,1938225,19191300,CONTRARIAN,32.187970916666664,EVENING_STAR,26283.519405500003
