timestamp,trade_id,action,symbol,strike,option_type,entry_price,exit_price,quantity,capital_invested,gross_pnl,total_charges,net_pnl_after_charges,capital,reason,accuracy_score,trend_strength,nifty_level,iv_rank,oi,volume,strategy,holding_time_minutes,candlestick_patterns,running_daily_pnl
2026-01-23 10:24:01,HA20260123_102401,ENTRY,NIFTY27JAN26P25000,25000,PE,30.7,,225,6927.5,,,,152159.54185363406,"Good OI: 14,437,280, ✅ OPTIMAL premium: ₹30.70 (77.8% win rate)",100,,25285.3,,14437280,76522355,CONTRARIAN,,THREE_BLACK_CROWS,
2026-01-23 10:26:53,HA20260123_102653,ENTRY,NIFTY27JAN26P25000,25000,PE,30.65,,225,6916.25,,,,145243.29185363406,"Good OI: 14,464,125, ✅ OPTIMAL premium: ₹30.65 (77.8% win rate)",100,,25285.4,,14464125,78074815,CONTRARIAN,,THREE_BLACK_CROWS,
2026-01-23 10:31:18,HA20260123_102401,EXIT,NIFTY27JAN26P25000,25000,PE,30.7,22.8,225,6927.5,-1777.4999999999998,55.58051424999999,-1833.0805142499999,150317.71133938406,STOP_LOSS,100,,25285.3,,14437280,76522355,CONTRARIAN,7.2815671166666665,THREE_BLACK_CROWS,-1833.0805142499999
2026-01-23 10:31:19,HA20260123_102653,EXIT,NIFTY27JAN26P25000,25000,PE,30.65,22.75,225,6916.25,-1777.4999999999998,55.5739942,-1833.0739941999998,155380.88734518405,STOP_LOSS,100,,25285.4,,14464125,78074815,CONTRARIAN,4.429620166666667,THREE_BLACK_CROWS,-3666.1545084499994
2026-01-23 11:35:51,HA20260123_113551,ENTRY,NIFTY27JAN26P25200,25200,PE,71.85,,225,16186.249999999998,,,,139194.63734518405,"Good OI: 14,719,705, ⚠️ Expensive: ₹71.85 (Moderate Trend)",100,,25278.65,,14719705,190333780,CONTRARIAN,,,
2026-01-23 11:38:45,HA20260123_113845,ENTRY,NIFTY27JAN26P25300,25300,PE,117.3,,225,26412.5,,,,112782.13734518405,"Good OI: 17,007,835, ⚠️ Very expensive: ₹117.30 (Strong Trend)",100,,25273.1,,17007835,314567110,CONTRARIAN,,BEARISH_ENGULFING,
2026-01-23 11:41:11,HA20260123_113551,EXIT,NIFTY27JAN26P25200,25200,PE,71.85,91.4,225,16186.249999999998,4398.750000000003,64.18768787500001,4334.562312125003,133282.94965730904,IMMEDIATE_PROFIT_BOOK,100,,25278.65,,14719705,190333780,CONTRARIAN,5.337083733333333,,668.4078036750034
2026-01-23 11:41:42,HA20260123_114142,ENTRY,NIFTY27JAN26P25300,25300,PE,136.7,,225,30777.499999999996,,,,102505.44965730904,"Good OI: 14,640,730, ⚠️ Very expensive: ₹136.70 (Strong Trend)",100,,25244.5,,14640730,326579435,CONTRARIAN,,BEARISH_ENGULFING,
2026-01-23 11:44:08,HA20260123_113845,EXIT,NIFTY27JAN26P25300,25300,PE,117.3,137.75,225,26412.5,4601.250000000001,70.220681275,4531.029318725001,133428.97897603404,IMMEDIATE_PROFIT_BOOK,100,,25273.1,,17007835,314567110,CONTRARIAN,5.387267616666667,BEARISH_ENGULFING,5199.437122400004
2026-01-23 11:44:39,HA20260123_114439,ENTRY,NIFTY27JAN26P25200,25200,PE,87.7,,225,19752.5,,,,113676.47897603404,"Good OI: 14,627,470, ⚠️ Expensive: ₹87.70 (Strong Trend)",100,,25243.8,,14627470,217868040,CONTRARIAN,,BEARISH_MARUBOZU,
2026-01-23 11:47:33,HA20260123_114733,ENTRY,NIFTY27JAN26P25250,25250,PE,112.3,,300,33710.0,,,,79966.47897603404,"Good OI: 9,538,035, ⚠️ Very expensive: ₹112.30 (Strong Trend)",100,,25238.8,,9538035,244909925,CONTRARIAN,,BEARISH_MARUBOZU,
2026-01-23 11:50:30,HA20260123_114142,EXIT,NIFTY27JAN26P25300,25300,PE,136.7,158.45,225,30777.499999999996,4893.75,72.903958825,4820.846041175,115544.82501720903,IMMEDIATE_PROFIT_BOOK,100,,25244.5,,14640730,326579435,CONTRARIAN,8.791888316666666,BEARISH_ENGULFING,10020.283163575004
2026-01-23 11:50:31,HA20260123_114439,EXIT,NIFTY27JAN26P25200,25200,PE,87.7,105.7,225,19752.5,4050.0,66.07152669999999,3983.9284733,139261.25349050906,IMMEDIATE_PROFIT_BOOK,100,,25243.8,,14627470,217868040,CONTRARIAN,5.865499316666667,BEARISH_MARUBOZU,14004.211636875005
2026-01-23 11:50:32,HA20260123_115032,ENTRY,NIFTY27JAN26P25250,25250,PE,127.8,,300,38360.0,,,,100901.25349050906,"Good OI: 9,538,035, ⚠️ Very expensive: ₹127.80 (Strong Trend)",100,,25217.65,,9538035,251660565,CONTRARIAN,,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",
2026-01-23 11:53:26,HA20260123_115326,ENTRY,NIFTY27JAN26P25100,25100,PE,58.7,,300,17630.0,,,,83271.25349050906,"Good OI: 8,546,070, Moderate premium: ₹58.70",100,,25231.75,,8546070,136248385,CONTRARIAN,,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",
2026-01-23 12:42:20,HA20260123_115032,EXIT,NIFTY27JAN26P25250,25250,PE,127.8,91.3,300,38360.0,-10950.0,70.7539894,-11020.7539894,110590.49950110907,STOP_LOSS,100,,25217.65,,9538035,251660565,CONTRARIAN,51.81213458333333,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",2983.4576474750047
2026-01-23 12:42:22,HA20260123_115326,EXIT,NIFTY27JAN26P25100,25100,PE,58.7,41.85,300,17630.0,-5055.0,61.83328869999999,-5116.8332887,123083.66621240907,STOP_LOSS,100,,25231.75,,8546070,136248385,CONTRARIAN,48.92198248333333,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",-2133.375641224995
2026-01-23 13:18:41,HA20260123_131841,ENTRY,NIFTY27JAN26P25100,25100,PE,66.95,,225,15083.75,,,,107999.91621240907,"Good OI: 9,653,735, Moderate premium: ₹66.95",100,,25187.75,,9653735,220083760,CONTRARIAN,,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",
2026-01-23 13:23:07,HA20260123_131841,EXIT,NIFTY27JAN26P25100,25100,PE,66.95,71.15,225,15083.75,945.0000000000007,61.73626405,883.2637359500006,123946.92994835906,TRAILING_STOP (Locked profit: 6.9%),100,,25187.75,,9653735,220083760,CONTRARIAN,4.427506066666667,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",-1250.1119052749943
2026-01-23 13:30:41,HA20260123_114733,EXIT,NIFTY27JAN26P25250,25250,PE,112.3,182.9,300,33710.0,21180.000000000004,84.92021679999999,21095.079783200003,178732.00973155905,TARGET_HIT,100,,25238.8,,9538035,244909925,CONTRARIAN,103.12492956666667,BEARISH_MARUBOZU,19844.96787792501
