timestamp,trade_id,action,symbol,strike,option_type,entry_price,exit_price,quantity,capital_invested,gross_pnl,total_charges,net_pnl_after_charges,capital,reason,accuracy_score,trend_strength,nifty_level,iv_rank,oi,volume,strategy,holding_time_minutes,candlestick_patterns,running_daily_pnl
2025-12-08 12:33:39,HA20251208_123339,ENTRY,NIFTY09DEC25P26000,26000,PE,43.1,,225,9717.5,,,,110589.033716307,"Good OI: 21,225,450, Good premium: ₹43.10",100,,26059.65,,21225450,356361825,CONTRARIAN,,THREE_BLACK_CROWS,
2025-12-08 12:36:24,HA20251208_123624,ENTRY,NIFTY09DEC25P26000,26000,PE,43.25,,225,9751.25,,,,100837.783716307,"Good OI: 21,890,175, Good premium: ₹43.25",100,,26057.95,,21890175,362865825,CONTRARIAN,,THREE_BLACK_CROWS,
2025-12-08 12:39:11,HA20251208_123911,ENTRY,NIFTY09DEC25P26100,26100,PE,87.2,,225,19640.0,,,,81197.783716307,"Good OI: 12,323,025, ⚠️ Expensive: ₹87.20 (Moderate Trend)",100,,26062.75,,12323025,459960900,CONTRARIAN,,,
2025-12-08 13:05:35,HA20251208_123339,EXIT,NIFTY09DEC25P26000,26000,PE,43.1,36.4,225,9717.5,-1507.5000000000007,57.339177250000006,-1564.8391772500006,89330.444539057,STOP_LOSS,100,,26059.65,,21225450,356361825,CONTRARIAN,31.93203365,THREE_BLACK_CROWS,-1564.8391772500006
2025-12-08 13:05:36,HA20251208_123624,EXIT,NIFTY09DEC25P26000,26000,PE,43.25,36.4,225,9751.25,-1541.2500000000002,57.341026075,-1598.5910260750002,97463.10351298201,STOP_LOSS,100,,26057.95,,21890175,362865825,CONTRARIAN,29.20636411666667,THREE_BLACK_CROWS,-3163.4302033250005
2025-12-08 13:23:15,HA20251208_132315,ENTRY,NIFTY09DEC25P25900,25900,PE,26.6,,225,6005.0,,,,91458.10351298201,"Good OI: 13,087,650, ✅ OPTIMAL premium: ₹26.60 (77.8% win rate)",100,,26014.55,,13087650,242941050,CONTRARIAN,,BEARISH_MARUBOZU,
2025-12-08 13:26:00,HA20251208_132600,ENTRY,NIFTY09DEC25P25900,25900,PE,29.0,,225,6545.0,,,,84913.10351298201,"Good OI: 11,869,800, ✅ OPTIMAL premium: ₹29.00 (77.8% win rate)",100,,26007.85,,11869800,252011175,CONTRARIAN,,BEARISH_MARUBOZU,
2025-12-08 13:26:32,HA20251208_132315,EXIT,NIFTY09DEC25P25900,25900,PE,26.6,28.05,225,6005.0,326.24999999999983,56.149876074999995,270.1001239249998,91168.20363690701,TRAILING_STOP (Locked profit: 6.6%),100,,26014.55,,13087650,242941050,CONTRARIAN,3.28781335,BEARISH_MARUBOZU,-2893.3300794000006
2025-12-08 13:28:03,HA20251208_123911,EXIT,NIFTY09DEC25P26100,26100,PE,87.2,134.0,225,19640.0,10530.0,69.4069006,10460.5930994,121248.796736307,TARGET_HIT,100,,26062.75,,12323025,459960900,CONTRARIAN,48.86890128333334,,7567.2630199999985
2025-12-08 13:28:48,HA20251208_132848,ENTRY,NIFTY09DEC25P25950,25950,PE,49.4,,225,11135.0,,,,110113.796736307,"Good OI: 9,974,400, Good premium: ₹49.40",100,,25993.5,,9974400,260799825,CONTRARIAN,,BEARISH_MARUBOZU,
2025-12-08 13:31:04,HA20251208_132600,EXIT,NIFTY09DEC25P25900,25900,PE,29.0,33.6,225,6545.0,1035.0000000000002,56.8347763,978.1652237000002,117616.961960007,IMMEDIATE_PROFIT_BOOK,100,,26007.85,,11869800,252011175,CONTRARIAN,5.0756282666666666,BEARISH_MARUBOZU,8545.428243699998
2025-12-08 13:31:35,HA20251208_133135,ENTRY,NIFTY09DEC25P25950,25950,PE,49.6,,225,11180.0,,,,106436.961960007,"Good OI: 9,729,000, Good premium: ₹49.60",100,,25994.25,,9729000,271054425,CONTRARIAN,,BEARISH_MARUBOZU,
2025-12-08 13:33:38,HA20251208_132848,EXIT,NIFTY09DEC25P25950,25950,PE,49.4,79.15,225,11135.0,6693.750000000002,62.464555524999994,6631.285444475002,124183.247404482,TARGET_HIT,100,,25993.5,,9974400,260799825,CONTRARIAN,4.82378975,BEARISH_MARUBOZU,15176.713688175001
2025-12-08 13:33:39,HA20251208_133135,EXIT,NIFTY09DEC25P25950,25950,PE,49.6,79.15,225,11180.0,6648.750000000001,62.467020624999996,6586.282979375001,141929.530383857,TARGET_HIT,100,,25994.25,,9729000,271054425,CONTRARIAN,2.0552253833333336,BEARISH_MARUBOZU,21762.996667550004
2025-12-08 13:34:22,HA20251208_133422,ENTRY,NIFTY09DEC25P25800,25800,PE,28.3,,225,6387.5,,,,135542.030383857,"Good OI: 9,296,100, ✅ OPTIMAL premium: ₹28.30 (77.8% win rate)",100,,25933.4,,9296100,153409200,CONTRARIAN,,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",
2025-12-08 13:34:54,HA20251208_133422,EXIT,NIFTY09DEC25P25800,25800,PE,28.3,23.55,225,6387.5,-1068.75,55.639489675,-1124.389489675,140785.140894182,STOP_LOSS,100,,25933.4,,9296100,153409200,CONTRARIAN,0.5311806666666666,"BEARISH_MARUBOZU, THREE_BLACK_CROWS",20638.607177875005
