timestamp,trade_id,action,symbol,strike,option_type,entry_price,exit_price,quantity,capital_invested,gross_pnl,total_charges,net_pnl_after_charges,capital,reason,accuracy_score,trend_strength,nifty_level,iv_rank,oi,volume,strategy,holding_time_minutes,candlestick_patterns,running_daily_pnl
2026-02-09 10:41:23,HA20260209_104123,ENTRY,NIFTY10FEB26C26000,26000,CE,30.25,,225,6826.25,,,,249102.44869933408,"Good OI: 26,313,885, ✅ OPTIMAL premium: ₹30.25 (77.8% win rate)",100,,25861.3,,26313885,141342695,CONTRARIAN,,BULLISH_MARUBOZU,
2026-02-09 10:50:40,HA20260209_105040,ENTRY,NIFTY10FEB26C26000,26000,CE,29.45,,225,6646.25,,,,242456.19869933408,"Good OI: 26,513,630, ✅ OPTIMAL premium: ₹29.45 (77.8% win rate)",100,,25860.95,,26513630,156810225,CONTRARIAN,,,
2026-02-09 10:53:54,HA20260209_105354,ENTRY,NIFTY10FEB26C25800,25800,CE,113.1,,225,25467.5,,,,216988.69869933408,"Good OI: 18,235,620, ⚠️ Very expensive: ₹113.10 (Strong Trend)",100,,25862.2,,18235620,216166405,CONTRARIAN,,,
2026-02-09 10:56:05,HA20260209_105040,EXIT,NIFTY10FEB26C26000,26000,CE,29.45,33.9,225,6646.25,1001.2499999999999,56.875745425000005,944.3742545749999,224559.32295390908,IMMEDIATE_PROFIT_BOOK,100,,25860.95,,26513630,156810225,CONTRARIAN,5.404011566666667,,944.3742545749999
2026-02-09 10:57:01,HA20260209_105701,ENTRY,NIFTY10FEB26C25800,25800,CE,124.65,,225,28066.25,,,,196493.07295390908,"Good OI: 17,388,540, ⚠️ Very expensive: ₹124.65 (Strong Trend)",100,,25875.25,,17388540,224956940,CONTRARIAN,,BULLISH_MARUBOZU,
2026-02-09 11:01:39,HA20260209_104123,EXIT,NIFTY10FEB26C26000,26000,CE,30.25,32.0,225,6826.25,393.75,56.66126237500001,337.088737625,203636.41169153407,TRAILING_STOP (Locked profit: 6.8%),100,,25861.3,,26313885,141342695,CONTRARIAN,20.261527249999997,BULLISH_MARUBOZU,1281.4629922
2026-02-09 11:02:36,HA20260209_105354,EXIT,NIFTY10FEB26C25800,25800,CE,113.1,120.6,225,25467.5,1687.5,68.14391935,1619.35608065,230703.26777218407,TRAILING_STOP (Locked profit: 6.7%),100,,25862.2,,18235620,216166405,CONTRARIAN,8.698745483333333,,2900.81907285
2026-02-09 11:03:07,HA20260209_110307,ENTRY,NIFTY10FEB26C25900,25900,CE,64.7,,225,14577.5,,,,216125.76777218407,"Good OI: 15,837,770, Moderate premium: ₹64.70",100,,25871.25,,15837770,185371030,CONTRARIAN,,,
2026-02-09 11:06:11,HA20260209_110611,ENTRY,NIFTY10FEB26C25900,25900,CE,66.25,,225,14926.25,,,,201199.51777218407,"Good OI: 15,951,520, Moderate premium: ₹66.25",100,,25874.6,,15951520,190438300,CONTRARIAN,,,
2026-02-09 11:54:50,HA20260209_110611,EXIT,NIFTY10FEB26C25900,25900,CE,66.25,49.4,225,14926.25,-3791.2500000000005,59.159494075,-3850.4094940750006,212255.35827810908,STOP_LOSS,100,,25874.6,,15951520,190438300,CONTRARIAN,48.64571075,,-949.5904212250007
